Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,0,0,2 way Comprehensive Plan,4,Others,20.0,0.0,44,0
Others,1,0,Others,2,Others,4.95,1.73,48,0
CWT,0,0,Rental Vehicle Excess Insurance,7,Others,19.8,11.88,31,0
EPX,0,0,2 way Comprehensive Plan,29,THAILAND,22.0,0.0,36,0
C2B,1,0,Others,11,SINGAPORE,41.5,10.38,35,0
EPX,0,0,2 way Comprehensive Plan,20,Others,28.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,5,Others,24.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,13,Others,29.7,17.82,46,0
EPX,0,0,Cancellation Plan,2,Others,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,91,Others,76.0,0.0,39,0
EPX,0,0,Cancellation Plan,4,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,37.0,0.0,36,0
JZI,1,0,Others,63,CHINA,35.0,12.25,48,0
C2B,1,0,Others,5,SINGAPORE,16.0,4.0,39,0
EPX,0,0,Others,23,Others,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,6,Others,0.0,5.94,31,0
JZI,1,0,Others,42,Others,22.0,7.7,46,0
EPX,0,0,Cancellation Plan,29,Others,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,Others,45.0,0.0,58,0
EPX,0,0,2 way Comprehensive Plan,24,Others,20.0,0.0,55,0
EPX,0,0,2 way Comprehensive Plan,17,Others,38.0,0.0,56,0
EPX,0,0,Cancellation Plan,18,SINGAPORE,14.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,82,Others,22.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,62,Others,47.0,0.0,36,0
JZI,1,0,Others,22,Others,26.0,9.1,37,0
EPX,0,0,Others,27,SINGAPORE,59.0,0.0,36,0
JZI,1,0,Others,69,Others,167.0,58.45,55,0
EPX,0,0,Cancellation Plan,14,Others,0.0,0.0,27,0
JZI,1,0,Others,26,CHINA,26.0,9.1,48,0
C2B,1,0,Others,11,SINGAPORE,39.0,9.75,23,0
EPX,0,0,Cancellation Plan,11,MALAYSIA,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,99,Others,11.0,0.0,36,0
EPX,0,0,Cancellation Plan,35,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,78,Others,71.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,15.0,0.0,36,0
EPX,0,0,Others,1,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,CHINA,41.0,0.0,36,0
EPX,0,0,Cancellation Plan,56,Others,59.0,0.0,36,0
EPX,0,0,Others,29,THAILAND,20.0,0.0,36,0
C2B,1,0,Others,35,SINGAPORE,47.5,11.88,31,0
EPX,0,0,Cancellation Plan,7,Others,10.0,0.0,36,0
C2B,1,0,Others,47,SINGAPORE,94.0,23.5,33,0
EPX,0,0,Cancellation Plan,77,Others,80.0,0.0,36,0
JZI,1,0,Others,7,CHINA,45.0,15.75,30,0
EPX,0,0,Cancellation Plan,2,SINGAPORE,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,23,Others,27.0,0.0,36,0
EPX,0,0,Cancellation Plan,33,Others,22.0,0.0,37,0
JZI,1,0,Others,12,THAILAND,22.0,7.7,66,0
C2B,1,0,Others,5,SINGAPORE,27.75,6.94,25,0
EPX,0,0,2 way Comprehensive Plan,5,Others,66.0,0.0,36,0
JZI,1,0,Others,18,Others,22.0,7.7,45,0
CWT,0,0,Rental Vehicle Excess Insurance,24,Others,29.7,17.82,31,0
EPX,0,0,Cancellation Plan,71,Others,15.0,0.0,48,0
EPX,0,0,Cancellation Plan,33,Others,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,THAILAND,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,CHINA,31.0,0.0,36,0
EPX,0,0,Others,49,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,74,THAILAND,22.0,0.0,29,0
JZI,1,0,Others,3,Others,18.0,6.3,49,0
EPX,0,0,Others,29,CHINA,20.0,0.0,33,0
EPX,0,0,2 way Comprehensive Plan,24,THAILAND,20.0,0.0,40,0
CWT,0,0,Rental Vehicle Excess Insurance,44,Others,99.0,59.4,55,0
EPX,0,0,2 way Comprehensive Plan,17,CHINA,44.0,0.0,35,0
EPX,0,0,Cancellation Plan,13,Others,67.0,0.0,36,0
EPX,0,0,Cancellation Plan,86,Others,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,30,Others,36.0,0.0,36,0
EPX,0,0,Cancellation Plan,63,Others,10.0,0.0,24,0
EPX,0,0,2 way Comprehensive Plan,8,MALAYSIA,27.0,0.0,54,0
EPX,0,0,2 way Comprehensive Plan,31,CHINA,34.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,24.5,6.13,38,0
CWT,0,0,Rental Vehicle Excess Insurance,3,Others,9.9,5.94,39,0
EPX,0,0,Cancellation Plan,18,MALAYSIA,10.0,0.0,32,0
EPX,0,0,Cancellation Plan,35,Others,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,SINGAPORE,10.0,0.0,47,0
EPX,0,0,2 way Comprehensive Plan,50,Others,87.0,0.0,68,0
EPX,0,0,Cancellation Plan,13,SINGAPORE,16.0,0.0,36,0
EPX,0,0,Cancellation Plan,19,MALAYSIA,19.0,0.0,33,0
EPX,0,0,Others,91,Others,20.0,0.0,36,0
C2B,1,0,Others,12,SINGAPORE,24.0,6.0,54,0
EPX,0,0,2 way Comprehensive Plan,56,THAILAND,20.0,0.0,41,0
EPX,0,0,Cancellation Plan,10,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,14,THAILAND,27.0,0.0,36,0
Others,0,0,Others,47,Others,109.0,41.42,22,0
EPX,0,0,2 way Comprehensive Plan,5,MALAYSIA,28.0,0.0,30,0
EPX,0,0,Cancellation Plan,20,Others,12.0,0.0,36,0
JZI,1,0,Others,47,CHINA,50.0,17.5,31,0
EPX,0,0,Cancellation Plan,49,Others,11.0,0.0,36,0
C2B,1,0,Others,87,SINGAPORE,52.65,13.16,42,0
EPX,0,0,2 way Comprehensive Plan,16,CHINA,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,17,Others,23.0,0.0,36,0
JZI,1,0,Others,10,Others,26.0,9.1,27,0
EPX,0,0,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,54,0
EPX,0,0,Others,3,Others,30.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,44,MALAYSIA,49.5,29.7,46,0
EPX,0,0,2 way Comprehensive Plan,69,Others,53.0,0.0,36,0
JZI,1,0,Others,90,CHINA,44.0,15.4,62,0
CWT,0,0,Rental Vehicle Excess Insurance,21,MALAYSIA,19.8,11.88,35,0
EPX,0,0,Cancellation Plan,7,SINGAPORE,0.0,0.0,37,0
EPX,0,0,Others,2,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,Others,10.0,0.0,54,0
EPX,0,0,Cancellation Plan,16,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,62,THAILAND,20.0,0.0,54,0
CWT,0,0,Rental Vehicle Excess Insurance,78,MALAYSIA,49.5,29.7,31,0
EPX,0,0,Cancellation Plan,40,Others,13.0,0.0,24,0
EPX,0,0,Cancellation Plan,9,THAILAND,38.0,0.0,33,0
EPX,0,0,Others,1,Others,41.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,56,0
EPX,0,0,Others,9,Others,20.0,0.0,36,0
EPX,0,0,Others,10,CHINA,30.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,18,CHINA,36.0,0.0,36,0
C2B,1,0,Others,19,SINGAPORE,26.5,6.63,36,0
JZI,1,0,Others,20,Others,22.0,7.7,39,0
Others,0,1,Others,29,THAILAND,29.0,9.57,73,0
EPX,0,0,2 way Comprehensive Plan,11,Others,112.0,0.0,36,0
C2B,1,0,Others,11,SINGAPORE,39.0,9.75,24,1
EPX,0,0,Others,14,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,23,Others,43.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,54,Others,59.4,35.64,47,0
JZI,1,0,Others,9,Others,0.0,9.1,31,0
CWT,0,0,Rental Vehicle Excess Insurance,22,Others,59.4,35.64,34,0
C2B,1,0,Others,54,SINGAPORE,33.5,8.38,23,0
EPX,0,0,Others,12,Others,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,26,Others,128.7,77.22,59,0
CWT,0,0,Rental Vehicle Excess Insurance,65,Others,99.0,59.4,31,0
EPX,0,0,Cancellation Plan,4,SINGAPORE,24.0,0.0,36,0
EPX,0,0,Cancellation Plan,20,CHINA,19.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,25,Others,36.0,0.0,40,0
EPX,0,0,Cancellation Plan,18,Others,80.0,0.0,59,0
C2B,1,0,Others,81,SINGAPORE,41.5,10.38,29,0
EPX,0,0,Cancellation Plan,17,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,47,Others,19.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,THAILAND,27.0,0.0,36,0
EPX,0,0,Others,2,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,Others,20.0,0.0,60,0
EPX,0,0,Cancellation Plan,8,Others,34.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,Others,112.0,0.0,36,0
C2B,1,0,Others,13,SINGAPORE,63.7,15.93,53,0
CWT,0,0,Rental Vehicle Excess Insurance,37,Others,138.6,83.16,54,0
EPX,0,0,Cancellation Plan,6,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,Others,21.0,0.0,36,0
JZI,1,0,Others,61,Others,26.0,9.1,42,0
JZI,1,0,Others,3,Others,18.0,6.3,63,0
JZI,1,0,Others,3,THAILAND,18.0,6.3,44,0
EPX,0,0,2 way Comprehensive Plan,39,Others,39.0,0.0,36,0
C2B,1,0,Others,27,SINGAPORE,14.95,3.74,41,0
EPX,0,0,Cancellation Plan,23,MALAYSIA,10.0,0.0,21,0
EPX,0,0,Cancellation Plan,4,THAILAND,38.0,0.0,36,0
C2B,1,0,Others,15,SINGAPORE,41.5,10.38,29,0
EPX,0,0,Others,3,SINGAPORE,60.0,0.0,36,0
EPX,0,0,Cancellation Plan,55,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,51,Others,128.7,77.22,31,0
EPX,0,0,Cancellation Plan,20,SINGAPORE,14.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,SINGAPORE,23.0,0.0,36,0
C2B,1,0,Others,8,SINGAPORE,32.0,8.0,25,0
EPX,0,0,2 way Comprehensive Plan,47,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,12.0,0.0,42,0
JZI,1,0,Others,11,Others,35.0,12.25,64,0
Others,0,0,Others,2,Others,25.0,16.25,48,0
EPX,0,0,2 way Comprehensive Plan,71,Others,85.0,0.0,36,0
JZI,1,0,Others,55,Others,58.0,20.3,49,0
EPX,0,0,Others,7,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,THAILAND,43.0,0.0,61,0
JZI,1,0,Others,8,Others,30.0,10.5,36,0
EPX,0,0,Cancellation Plan,42,MALAYSIA,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,47,Others,38.0,0.0,36,0
EPX,0,0,Cancellation Plan,27,Others,10.0,0.0,28,0
EPX,0,0,2 way Comprehensive Plan,30,Others,37.0,0.0,48,0
EPX,0,0,2 way Comprehensive Plan,6,Others,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,THAILAND,11.0,0.0,36,0
JZI,1,0,Others,18,Others,35.0,12.25,69,0
CWT,0,0,Rental Vehicle Excess Insurance,21,Others,0.0,41.58,44,0
C2B,1,0,Others,34,SINGAPORE,72.0,18.0,26,0
CWT,0,0,Rental Vehicle Excess Insurance,30,Others,49.5,29.7,59,0
EPX,0,0,Others,79,SINGAPORE,51.0,0.0,36,0
EPX,0,0,Others,3,MALAYSIA,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,18,Others,79.2,47.52,27,0
CWT,0,0,Rental Vehicle Excess Insurance,42,Others,19.8,11.88,51,0
JZI,1,0,Others,13,CHINA,35.0,12.25,64,0
EPX,0,0,2 way Comprehensive Plan,8,CHINA,33.0,0.0,36,0
JZI,1,0,Others,10,Others,58.0,20.3,27,0
EPX,0,0,2 way Comprehensive Plan,39,Others,21.0,0.0,45,0
EPX,0,0,2 way Comprehensive Plan,19,Others,20.0,0.0,47,0
EPX,0,0,2 way Comprehensive Plan,31,CHINA,39.0,0.0,36,0
Others,1,0,Others,3,Others,15.0,6.0,71,0
EPX,0,0,2 way Comprehensive Plan,33,SINGAPORE,112.0,0.0,37,0
Others,1,0,Others,56,Others,23.0,9.2,32,0
EPX,0,0,2 way Comprehensive Plan,9,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,51,Others,52.0,0.0,36,0
JZI,1,0,Others,6,MALAYSIA,22.0,7.7,41,0
CWT,0,0,Rental Vehicle Excess Insurance,20,Others,39.6,23.76,63,0
C2B,1,0,Others,47,SINGAPORE,17.5,4.38,25,0
JZI,1,0,Others,55,Others,33.0,11.55,31,0
EPX,0,0,2 way Comprehensive Plan,8,CHINA,96.0,0.0,35,0
C2B,1,0,Others,49,SINGAPORE,15.0,3.75,31,0
JZI,1,0,Others,13,Others,40.0,14.0,56,0
EPX,0,0,2 way Comprehensive Plan,11,CHINA,47.0,0.0,36,0
C2B,1,0,Others,44,SINGAPORE,63.5,15.88,25,0
EPX,0,0,Cancellation Plan,35,Others,24.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,23,MALAYSIA,20.0,0.0,48,0
EPX,0,0,Cancellation Plan,37,SINGAPORE,10.0,0.0,35,0
EPX,0,0,Cancellation Plan,5,THAILAND,36.0,0.0,38,0
JZI,1,0,Others,11,Others,30.0,10.5,59,0
C2B,1,0,Others,8,SINGAPORE,35.5,8.88,71,0
EPX,0,0,Cancellation Plan,34,CHINA,34.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,28,Others,9.9,5.94,57,0
EPX,0,0,Cancellation Plan,13,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,MALAYSIA,19.8,11.88,29,0
JZI,1,0,Others,22,Others,26.0,9.1,38,0
JZI,1,0,Others,17,MALAYSIA,22.0,7.7,23,0
EPX,0,0,Cancellation Plan,6,Others,53.0,0.0,63,0
EPX,0,0,Cancellation Plan,10,Others,0.0,0.0,35,0
JZI,1,0,Others,14,CHINA,35.0,12.25,52,0
EPX,0,0,Others,6,SINGAPORE,34.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,20,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,94,MALAYSIA,26.0,0.0,51,0
C2B,1,0,Others,27,SINGAPORE,57.0,14.25,25,0
EPX,0,0,Cancellation Plan,5,Others,16.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,58,Others,99.0,59.4,41,0
EPX,0,0,Cancellation Plan,11,SINGAPORE,25.0,0.0,36,0
Others,1,0,Others,1,Others,3.74,1.31,48,0
EPX,0,0,Cancellation Plan,20,Others,31.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,94,Others,74.0,0.0,36,0
JZI,1,0,Others,33,Others,26.0,9.1,60,0
EPX,0,0,Cancellation Plan,76,Others,128.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,42,Others,20.0,0.0,60,0
EPX,0,0,Cancellation Plan,62,Others,28.0,0.0,36,0
EPX,0,0,Cancellation Plan,20,Others,27.0,0.0,36,0
EPX,0,0,Cancellation Plan,12,SINGAPORE,10.0,0.0,42,0
CWT,0,0,Rental Vehicle Excess Insurance,6,Others,49.5,29.7,29,0
Others,0,0,Others,30,Others,33.0,12.54,48,0
EPX,0,0,Others,70,CHINA,22.0,0.0,47,0
EPX,0,0,Cancellation Plan,8,CHINA,37.0,0.0,36,0
EPX,0,0,Cancellation Plan,84,MALAYSIA,19.0,0.0,50,0
CWT,0,0,Rental Vehicle Excess Insurance,28,Others,49.5,29.7,69,0
EPX,0,0,2 way Comprehensive Plan,63,Others,20.0,0.0,63,0
C2B,1,0,Others,32,SINGAPORE,72.0,18.0,37,0
EPX,0,0,Cancellation Plan,5,Others,10.0,0.0,51,0
EPX,0,0,Cancellation Plan,4,Others,44.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,9,Others,20.0,0.0,37,0
EPX,0,0,Cancellation Plan,40,Others,80.0,0.0,36,0
C2B,1,0,Others,8,SINGAPORE,16.0,4.0,20,0
C2B,1,0,Others,48,SINGAPORE,23.4,5.85,29,0
EPX,0,0,Cancellation Plan,11,Others,10.0,0.0,36,0
Others,1,0,Others,19,Others,15.0,6.0,36,0
EPX,0,0,Cancellation Plan,14,SINGAPORE,32.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,14,Others,59.4,35.64,33,0
EPX,0,0,Cancellation Plan,6,MALAYSIA,14.0,0.0,36,0
EPX,0,0,Cancellation Plan,1,MALAYSIA,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,7,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,MALAYSIA,10.0,0.0,36,0
C2B,1,0,Others,29,SINGAPORE,18.5,4.63,36,0
Others,1,0,Others,3,MALAYSIA,18.07,6.32,48,0
Others,1,0,Others,5,Others,15.0,6.0,28,0
EPX,0,0,Cancellation Plan,12,Others,14.0,0.0,26,0
JZI,1,0,Others,33,Others,58.0,20.3,64,0
Others,0,1,Others,31,MALAYSIA,30.0,10.5,14,1
C2B,1,0,Others,66,SINGAPORE,72.0,18.0,34,1
EPX,0,0,2 way Comprehensive Plan,13,CHINA,22.0,0.0,36,0
Others,0,1,Others,53,MALAYSIA,30.0,10.5,72,0
EPX,0,0,Cancellation Plan,35,Others,33.0,0.0,24,0
EPX,0,0,Cancellation Plan,9,CHINA,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,THAILAND,41.0,0.0,48,0
EPX,0,0,Cancellation Plan,18,Others,15.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,51,MALAYSIA,0.0,17.82,31,0
C2B,1,0,Others,19,SINGAPORE,20.0,5.0,32,0
EPX,0,0,2 way Comprehensive Plan,81,Others,20.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,85,Others,99.0,59.4,30,0
CWT,0,0,Rental Vehicle Excess Insurance,17,Others,99.0,59.4,56,0
EPX,0,0,Cancellation Plan,70,Others,80.0,0.0,45,0
EPX,0,0,Cancellation Plan,60,Others,25.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,Others,20.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,19.8,11.88,48,0
CWT,0,0,Rental Vehicle Excess Insurance,88,MALAYSIA,29.7,17.82,56,0
Others,0,1,Others,14,THAILAND,30.0,10.5,35,0
EPX,0,0,Cancellation Plan,24,Others,12.0,0.0,42,0
EPX,0,0,Cancellation Plan,54,Others,55.0,0.0,27,0
EPX,0,0,Cancellation Plan,24,SINGAPORE,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,4,Others,112.0,0.0,30,0
Others,0,0,Others,45,THAILAND,26.5,17.23,37,0
EPX,0,0,2 way Comprehensive Plan,36,Others,112.0,0.0,36,0
JZI,1,0,Others,55,Others,125.0,43.75,37,0
JZI,1,0,Others,6,MALAYSIA,18.0,6.3,58,0
EPX,0,0,2 way Comprehensive Plan,20,Others,39.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,Others,18.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,52,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,71,Others,36.0,0.0,36,0
JZI,1,0,Others,34,THAILAND,30.0,10.5,37,0
C2B,1,0,Others,3,SINGAPORE,13.5,3.38,54,0
CWT,0,0,Rental Vehicle Excess Insurance,7,Others,0.0,17.82,33,0
C2B,1,0,Others,20,SINGAPORE,60.0,15.0,75,1
EPX,0,0,2 way Comprehensive Plan,13,Others,87.0,0.0,40,0
EPX,0,0,2 way Comprehensive Plan,80,Others,62.0,0.0,36,1
EPX,0,0,Others,1,Others,20.0,0.0,36,0
JZI,1,0,Others,15,THAILAND,22.0,7.7,37,0
JZI,1,0,Others,25,CHINA,35.0,12.25,38,0
EPX,0,0,Cancellation Plan,92,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,19,Others,80.0,0.0,36,0
JZI,1,0,Others,89,CHINA,22.0,7.7,40,0
JZI,1,0,Others,12,MALAYSIA,18.0,6.3,47,0
C2B,1,0,Others,6,SINGAPORE,29.0,7.25,25,0
C2B,1,0,Others,12,SINGAPORE,29.5,7.38,30,0
C2B,1,0,Others,17,SINGAPORE,32.9,8.22,22,0
C2B,1,0,Others,22,SINGAPORE,53.0,13.25,43,0
EPX,0,0,Others,17,THAILAND,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,MALAYSIA,21.0,0.0,31,0
C2B,1,0,Others,55,SINGAPORE,138.5,34.63,84,0
EPX,0,0,2 way Comprehensive Plan,5,Others,37.0,0.0,36,0
EPX,0,0,Cancellation Plan,44,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,38,Others,66.0,0.0,36,0
EPX,0,0,Cancellation Plan,38,Others,21.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,2,Others,9.9,5.94,31,0
EPX,0,0,Cancellation Plan,87,Others,11.0,0.0,56,0
EPX,0,0,Cancellation Plan,2,Others,10.0,0.0,36,0
EPX,0,0,Others,3,MALAYSIA,20.0,0.0,56,0
EPX,0,0,Cancellation Plan,9,Others,28.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,SINGAPORE,18.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,16,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,39,Others,12.0,0.0,36,0
Others,0,0,Others,35,Others,130.0,49.4,22,0
C2B,1,0,Others,17,SINGAPORE,39.0,9.75,40,0
C2B,1,0,Others,8,SINGAPORE,30.55,7.64,29,0
EPX,0,0,Cancellation Plan,11,SINGAPORE,12.0,0.0,36,0
C2B,1,0,Others,58,SINGAPORE,23.0,5.75,29,0
EPX,0,0,2 way Comprehensive Plan,43,Others,50.0,0.0,36,0
JZI,1,0,Others,25,Others,58.0,20.3,32,0
CWT,0,0,Rental Vehicle Excess Insurance,24,Others,9.9,5.94,40,0
EPX,0,0,Cancellation Plan,11,CHINA,14.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,69.3,41.58,51,0
JZI,1,0,Others,15,MALAYSIA,22.0,7.7,56,0
EPX,0,0,Cancellation Plan,6,Others,11.0,0.0,32,0
JZI,1,0,Others,22,Others,35.0,12.25,39,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,25,0
EPX,0,0,2 way Comprehensive Plan,27,THAILAND,20.0,0.0,36,0
JZI,1,0,Others,32,Others,30.0,10.5,47,0
EPX,0,0,Cancellation Plan,13,Others,53.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,SINGAPORE,10.0,0.0,24,0
C2B,1,0,Others,9,SINGAPORE,41.5,10.38,32,0
EPX,0,0,2 way Comprehensive Plan,29,CHINA,27.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,Others,66.0,0.0,36,0
JZI,1,0,Others,23,CHINA,45.0,15.75,53,0
Others,0,0,Others,6,Others,25.0,16.25,21,0
EPX,0,0,Others,8,CHINA,20.0,0.0,36,0
Others,1,0,Others,11,SINGAPORE,0.88,0.25,48,0
EPX,0,0,2 way Comprehensive Plan,29,THAILAND,20.0,0.0,21,0
C2B,1,0,Others,95,SINGAPORE,29.5,7.38,32,0
EPX,0,0,Others,54,CHINA,30.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,30,THAILAND,47.0,0.0,50,0
EPX,0,0,2 way Comprehensive Plan,9,Others,28.0,0.0,36,0
EPX,0,0,Cancellation Plan,87,MALAYSIA,10.0,0.0,65,0
EPX,0,0,Cancellation Plan,16,Others,10.0,0.0,20,0
EPX,0,0,Others,8,CHINA,0.0,0.0,63,0
JZI,1,0,Others,13,Others,0.0,9.1,64,0
EPX,0,0,Cancellation Plan,47,Others,57.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,15.0,3.75,29,0
JZI,1,0,Others,31,Others,87.0,30.45,35,0
CWT,0,0,Rental Vehicle Excess Insurance,7,MALAYSIA,19.8,11.88,37,0
C2B,1,0,Others,20,SINGAPORE,40.5,10.13,40,0
EPX,0,0,Cancellation Plan,58,Others,12.0,0.0,35,0
EPX,0,0,Cancellation Plan,51,Others,13.0,0.0,36,0
C2B,1,0,Others,27,SINGAPORE,88.5,22.13,35,0
EPX,0,0,2 way Comprehensive Plan,27,Others,51.0,0.0,36,0
EPX,0,0,Cancellation Plan,49,CHINA,22.0,0.0,35,0
C2B,1,0,Others,6,SINGAPORE,29.0,7.25,36,0
EPX,0,0,Cancellation Plan,8,Others,22.0,0.0,35,0
EPX,0,0,Cancellation Plan,3,MALAYSIA,10.0,0.0,36,0
C2B,1,0,Others,4,SINGAPORE,16.0,4.0,57,0
EPX,0,0,Cancellation Plan,20,Others,80.0,0.0,59,0
EPX,0,0,Others,2,CHINA,38.0,0.0,36,0
EPX,0,0,Cancellation Plan,1,SINGAPORE,10.0,0.0,36,0
C2B,1,0,Others,15,SINGAPORE,62.0,15.5,53,0
CWT,0,0,Rental Vehicle Excess Insurance,4,Others,39.6,23.76,31,0
EPX,0,0,Cancellation Plan,21,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,88,Others,109.0,0.0,36,0
Others,1,0,Others,85,Others,23.0,9.2,25,0
EPX,0,0,Cancellation Plan,21,Others,10.0,0.0,36,0
EPX,0,0,Others,1,MALAYSIA,20.0,0.0,59,0
JZI,1,0,Others,49,Others,109.0,38.15,36,0
EPX,0,0,2 way Comprehensive Plan,19,THAILAND,23.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,27,CHINA,23.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,THAILAND,17.0,0.0,36,0
EPX,0,0,Cancellation Plan,23,Others,56.0,0.0,36,0
C2B,1,0,Others,11,SINGAPORE,33.5,8.38,52,0
EPX,0,0,2 way Comprehensive Plan,41,CHINA,0.0,0.0,36,0
EPX,0,0,Cancellation Plan,12,CHINA,34.0,0.0,36,0
EPX,0,0,Others,79,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,46,Others,17.0,0.0,36,0
JZI,1,0,Others,9,Others,45.0,15.75,63,0
Others,1,0,Others,35,Others,15.0,6.0,23,0
EPX,0,0,2 way Comprehensive Plan,4,Others,27.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,SINGAPORE,10.0,0.0,27,0
EPX,0,0,Cancellation Plan,9,Others,10.0,0.0,32,0
EPX,0,0,Cancellation Plan,1,MALAYSIA,10.0,0.0,50,0
EPX,0,0,Cancellation Plan,4,SINGAPORE,17.0,0.0,36,0
EPX,0,0,Cancellation Plan,57,THAILAND,10.0,0.0,36,0
Others,1,0,Others,53,SINGAPORE,0.19,0.05,48,0
EPX,0,0,2 way Comprehensive Plan,23,Others,43.0,0.0,36,0
